Barcode,Antibiotic,Site,Recommended,Percent Resistance
351,Amoxicillin/Clavulanate,Kaiser,NO,39
570,Amoxicillin/Clavulanate,Kaiser,YES,0
300,Amoxicillin/Clavulanate,Kaiser,YES,18
671,Amoxicillin/Clavulanate,Kaiser,YES,0
630,Amoxicillin/Clavulanate,Kaiser,YES,12
251,Amoxicillin/Clavulanate,Kaiser,NO,98
711,Amoxicillin/Clavulanate,Kaiser,YES,2
321,Amoxicillin/Clavulanate,Kaiser,NO,22
160,Amoxicillin/Clavulanate,Kaiser,YES,1
651,Amoxicillin/Clavulanate,Kaiser,YES,13
370,Amoxicillin/Clavulanate,Kaiser,YES,12
550,Amoxicillin/Clavulanate,Kaiser,YES,17
350,Amoxicillin/Clavulanate,Kaiser,NO,23
660,Amoxicillin/Clavulanate,Kaiser,NO,23
741,Amoxicillin/Clavulanate,Kaiser,NO,20
750,Amoxicillin/Clavulanate,Kaiser,NO,68
710,Amoxicillin/Clavulanate,Kaiser,YES,1
521,Amoxicillin/Clavulanate,Kaiser,YES,0
130,Amoxicillin/Clavulanate,Kaiser,NO,20
320,Amoxicillin/Clavulanate,Kaiser,NO,64
720,Amoxicillin/Clavulanate,Kaiser,NO,41
611,Amoxicillin/Clavulanate,Kaiser,YES,0
540,Amoxicillin/Clavulanate,Kaiser,NO,20
730,Amoxicillin/Clavulanate,Kaiser,YES,0
631,Amoxicillin/Clavulanate,Kaiser,YES,20
230,Amoxicillin/Clavulanate,Kaiser,YES,17
621,Amoxicillin/Clavulanate,Kaiser,NO,100
341,Amoxicillin/Clavulanate,Kaiser,YES,0
330,Amoxicillin/Clavulanate,Kaiser,YES,1
240,Amoxicillin/Clavulanate,Kaiser,YES,17
221,Amoxicillin/Clavulanate,Kaiser,NO,20
121,Amoxicillin/Clavulanate,Kaiser,YES,0
641,Amoxicillin/Clavulanate,Kaiser,YES,1
20,Amoxicillin/Clavulanate,Kaiser,YES,0
400,Amoxicillin/Clavulanate,Kaiser,NO,100
331,Amoxicillin/Clavulanate,Kaiser,YES,0
650,Amoxicillin/Clavulanate,Kaiser,NO,100
770,Amoxicillin/Clavulanate,Kaiser,NO,98
610,Amoxicillin/Clavulanate,Kaiser,YES,2
161,Amoxicillin/Clavulanate,Kaiser,YES,0
600,Amoxicillin/Clavulanate,Kaiser,YES,1
E. coli,Cephalexin,Kaiser,YES,8
561,Cephalexin,Kaiser,NO,24
620,Cephalexin,Kaiser,YES,6
571,Cephalexin,Kaiser,YES,1
271,Cephalexin,Kaiser,YES,3
530,Cephalexin,Kaiser,YES,9
760,Cephalexin,Kaiser,YES,2
361,Cephalexin,Kaiser,YES,10
771,Cephalexin,Kaiser,YES,6
560,Cephalexin,Kaiser,YES,14
360,Cephalexin,Kaiser,YES,6
761,Cephalexin,Kaiser,YES,1
751,Cephalexin,Kaiser,YES,0
721,Cephalexin,Kaiser,YES,2
371,Cephalexin,Kaiser,YES,13
531,Cephalexin,Kaiser,YES,8
131,Cephalexin,Kaiser,NO,30
661,Cephalexin,Kaiser,YES,2
511,Cephalexin,Kaiser,YES,7
261,Cephalexin,Kaiser,YES,15
551,Cephalexin,Kaiser,YES,0
520,Cephalexin,Kaiser,YES,14
700,Cephalexin,Kaiser,YES,11
231,Cephalexin,Kaiser,YES,18
260,Cephalexin,Kaiser,YES,0
510,Cephalexin,Kaiser,YES,2
171,Cephalexin,Kaiser,YES,0
500,Cephalexin,Kaiser,YES,11
200,Cephalexin,Kaiser,NO,23
220,Cephalexin,Kaiser,YES,11
731,Cephalexin,Kaiser,YES,2
351,Cephalexin,Kaiser,YES,16
570,Cephalexin,Kaiser,YES,0
300,Cephalexin,Kaiser,YES,2
671,Cephalexin,Kaiser,YES,0
630,Cephalexin,Kaiser,YES,1
251,Cephalexin,Kaiser,NO,48
711,Cephalexin,Kaiser,YES,2
321,Cephalexin,Kaiser,YES,10
160,Cephalexin,Kaiser,YES,1
651,Cephalexin,Kaiser,YES,0
370,Cephalexin,Kaiser,NO,22
550,Cephalexin,Kaiser,YES,17
350,Cephalexin,Kaiser,YES,1
660,Cephalexin,Kaiser,YES,0
741,Cephalexin,Kaiser,YES,11
750,Cephalexin,Kaiser,NO,26
710,Cephalexin,Kaiser,YES,1
521,Cephalexin,Kaiser,YES,0
130,Cephalexin,Kaiser,YES,11
320,Cephalexin,Kaiser,YES,0
720,Cephalexin,Kaiser,NO,21
611,Cephalexin,Kaiser,YES,0
540,Cephalexin,Kaiser,YES,11
730,Cephalexin,Kaiser,YES,0
631,Cephalexin,Kaiser,YES,11
230,Cephalexin,Kaiser,YES,8
621,Cephalexin,Kaiser,YES,2
341,Cephalexin,Kaiser,YES,0
330,Cephalexin,Kaiser,YES,1
240,Cephalexin,Kaiser,YES,8
221,Cephalexin,Kaiser,YES,11
121,Cephalexin,Kaiser,YES,0
641,Cephalexin,Kaiser,YES,1
20,Cephalexin,Kaiser,YES,0
400,Cephalexin,Kaiser,NO,100
331,Cephalexin,Kaiser,YES,0
650,Cephalexin,Kaiser,NO,100
770,Cephalexin,Kaiser,YES,0
610,Cephalexin,Kaiser,YES,2
161,Cephalexin,Kaiser,YES,0
600,Cephalexin,Kaiser,YES,1
E. coli,Ceftazidime,Kaiser,YES,2
561,Ceftazidime,Kaiser,YES,15
620,Ceftazidime,Kaiser,YES,0
571,Ceftazidime,Kaiser,YES,1
271,Ceftazidime,Kaiser,YES,0
530,Ceftazidime,Kaiser,YES,4
760,Ceftazidime,Kaiser,YES,0
361,Ceftazidime,Kaiser,YES,3
771,Ceftazidime,Kaiser,YES,4
560,Ceftazidime,Kaiser,YES,6
360,Ceftazidime,Kaiser,YES,1
761,Ceftazidime,Kaiser,YES,1
751,Ceftazidime,Kaiser,YES,0
721,Ceftazidime,Kaiser,YES,2
371,Ceftazidime,Kaiser,YES,0
531,Ceftazidime,Kaiser,YES,1
131,Ceftazidime,Kaiser,YES,14
661,Ceftazidime,Kaiser,YES,2
511,Ceftazidime,Kaiser,YES,4
261,Ceftazidime,Kaiser,YES,8
551,Ceftazidime,Kaiser,YES,0
520,Ceftazidime,Kaiser,YES,2
700,Ceftazidime,Kaiser,YES,0
231,Ceftazidime,Kaiser,YES,18
260,Ceftazidime,Kaiser,YES,0
510,Ceftazidime,Kaiser,YES,2
171,Ceftazidime,Kaiser,YES,0
500,Ceftazidime,Kaiser,YES,5
200,Ceftazidime,Kaiser,NO,23
220,Ceftazidime,Kaiser,YES,6
731,Ceftazidime,Kaiser,YES,2
351,Ceftazidime,Kaiser,YES,16
570,Ceftazidime,Kaiser,YES,0
300,Ceftazidime,Kaiser,YES,2
671,Ceftazidime,Kaiser,YES,0
630,Ceftazidime,Kaiser,YES,1
251,Ceftazidime,Kaiser,NO,48
711,Ceftazidime,Kaiser,YES,2
321,Ceftazidime,Kaiser,YES,0
160,Ceftazidime,Kaiser,YES,1
651,Ceftazidime,Kaiser,YES,0
370,Ceftazidime,Kaiser,NO,22
550,Ceftazidime,Kaiser,YES,0
350,Ceftazidime,Kaiser,YES,1
660,Ceftazidime,Kaiser,YES,0
741,Ceftazidime,Kaiser,YES,6
750,Ceftazidime,Kaiser,NO,26
710,Ceftazidime,Kaiser,YES,1
521,Ceftazidime,Kaiser,YES,0
130,Ceftazidime,Kaiser,YES,6
320,Ceftazidime,Kaiser,YES,0
720,Ceftazidime,Kaiser,NO,21
611,Ceftazidime,Kaiser,YES,0
540,Ceftazidime,Kaiser,YES,6
730,Ceftazidime,Kaiser,YES,0
631,Ceftazidime,Kaiser,YES,5
230,Ceftazidime,Kaiser,YES,2
621,Ceftazidime,Kaiser,YES,2
341,Ceftazidime,Kaiser,YES,0
330,Ceftazidime,Kaiser,YES,1
240,Ceftazidime,Kaiser,YES,2
221,Ceftazidime,Kaiser,YES,6
121,Ceftazidime,Kaiser,YES,0
641,Ceftazidime,Kaiser,YES,1
20,Ceftazidime,Kaiser,YES,0
400,Ceftazidime,Kaiser,YES,2
331,Ceftazidime,Kaiser,YES,0
650,Ceftazidime,Kaiser,NO,100
770,Ceftazidime,Kaiser,YES,0
610,Ceftazidime,Kaiser,YES,2
161,Ceftazidime,Kaiser,YES,0
600,Ceftazidime,Kaiser,YES,1
E. coli,ESBL,Kaiser,YES,0
561,ESBL,Kaiser,YES,11
620,ESBL,Kaiser,YES,0
571,ESBL,Kaiser,YES,1
271,ESBL,Kaiser,YES,0
530,ESBL,Kaiser,YES,3
760,ESBL,Kaiser,YES,0
361,ESBL,Kaiser,YES,1
771,ESBL,Kaiser,YES,0
560,ESBL,Kaiser,YES,2
360,ESBL,Kaiser,YES,0
761,ESBL,Kaiser,YES,1
751,ESBL,Kaiser,YES,0
721,ESBL,Kaiser,YES,2
371,ESBL,Kaiser,YES,0
531,ESBL,Kaiser,YES,1
131,ESBL,Kaiser,YES,3
661,ESBL,Kaiser,YES,2
511,ESBL,Kaiser,YES,0
261,ESBL,Kaiser,YES,1
551,ESBL,Kaiser,YES,0
520,ESBL,Kaiser,YES,2
700,ESBL,Kaiser,YES,0
231,ESBL,Kaiser,YES,18
260,ESBL,Kaiser,YES,0
510,ESBL,Kaiser,YES,2
171,ESBL,Kaiser,YES,0
500,ESBL,Kaiser,YES,3
200,ESBL,Kaiser,NO,31
220,ESBL,Kaiser,YES,3
731,ESBL,Kaiser,YES,0
351,ESBL,Kaiser,YES,1
570,ESBL,Kaiser,YES,0
300,ESBL,Kaiser,YES,2
671,ESBL,Kaiser,YES,0
630,ESBL,Kaiser,YES,1
251,ESBL,Kaiser,YES,0
711,ESBL,Kaiser,YES,2
321,ESBL,Kaiser,YES,0
160,ESBL,Kaiser,YES,1
651,ESBL,Kaiser,YES,0
370,ESBL,Kaiser,NO,24
550,ESBL,Kaiser,YES,0
350,ESBL,Kaiser,YES,1
660,ESBL,Kaiser,YES,0
741,ESBL,Kaiser,YES,3
750,ESBL,Kaiser,YES,0
710,ESBL,Kaiser,YES,1
521,ESBL,Kaiser,YES,0
130,ESBL,Kaiser,YES,3
320,ESBL,Kaiser,YES,0
720,ESBL,Kaiser,YES,1
611,ESBL,Kaiser,YES,0
540,ESBL,Kaiser,YES,3
730,ESBL,Kaiser,YES,0
631,ESBL,Kaiser,YES,3
230,ESBL,Kaiser,YES,0
621,ESBL,Kaiser,YES,2
341,ESBL,Kaiser,YES,0
330,ESBL,Kaiser,YES,1
240,ESBL,Kaiser,YES,0
221,ESBL,Kaiser,YES,3
121,ESBL,Kaiser,YES,0
641,ESBL,Kaiser,YES,1
20,ESBL,Kaiser,YES,0
400,ESBL,Kaiser,YES,2
331,ESBL,Kaiser,YES,0
650,ESBL,Kaiser,NO,100
770,ESBL,Kaiser,YES,0
610,ESBL,Kaiser,YES,2
161,ESBL,Kaiser,YES,0
600,ESBL,Kaiser,YES,1
E. coli,Trimethoprim/Sulfamethoxazole,Kaiser,NO,22
561,Trimethoprim/Sulfamethoxazole,Kaiser,NO,31
620,Trimethoprim/Sulfamethoxazole,Kaiser,YES,9
571,Trimethoprim/Sulfamethoxazole,Kaiser,NO,36
271,Trimethoprim/Sulfamethoxazole,Kaiser,NO,67
530,Trimethoprim/Sulfamethoxazole,Kaiser,YES,9
760,Trimethoprim/Sulfamethoxazole,Kaiser,YES,10
361,Trimethoprim/Sulfamethoxazole,Kaiser,NO,21
771,Trimethoprim/Sulfamethoxazole,Kaiser,NO,29
560,Trimethoprim/Sulfamethoxazole,Kaiser,NO,50
360,Trimethoprim/Sulfamethoxazole,Kaiser,YES,19
761,Trimethoprim/Sulfamethoxazole,Kaiser,NO,26
751,Trimethoprim/Sulfamethoxazole,Kaiser,YES,12
721,Trimethoprim/Sulfamethoxazole,Kaiser,YES,18
371,Trimethoprim/Sulfamethoxazole,Kaiser,YES,13
531,Trimethoprim/Sulfamethoxazole,Kaiser,NO,22
131,Trimethoprim/Sulfamethoxazole,Kaiser,YES,14
661,Trimethoprim/Sulfamethoxazole,Kaiser,YES,2
511,Trimethoprim/Sulfamethoxazole,Kaiser,YES,4
261,Trimethoprim/Sulfamethoxazole,Kaiser,NO,22
551,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
520,Trimethoprim/Sulfamethoxazole,Kaiser,NO,31
700,Trimethoprim/Sulfamethoxazole,Kaiser,NO,40
231,Trimethoprim/Sulfamethoxazole,Kaiser,NO,51
260,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
510,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
171,Trimethoprim/Sulfamethoxazole,Kaiser,NO,33
500,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
200,Trimethoprim/Sulfamethoxazole,Kaiser,NO,23
220,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
731,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
351,Trimethoprim/Sulfamethoxazole,Kaiser,NO,39
570,Trimethoprim/Sulfamethoxazole,Kaiser,NO,23
300,Trimethoprim/Sulfamethoxazole,Kaiser,NO,52
671,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
630,Trimethoprim/Sulfamethoxazole,Kaiser,YES,12
251,Trimethoprim/Sulfamethoxazole,Kaiser,NO,48
711,Trimethoprim/Sulfamethoxazole,Kaiser,YES,2
321,Trimethoprim/Sulfamethoxazole,Kaiser,YES,10
160,Trimethoprim/Sulfamethoxazole,Kaiser,YES,1
651,Trimethoprim/Sulfamethoxazole,Kaiser,NO,29
370,Trimethoprim/Sulfamethoxazole,Kaiser,NO,32
550,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
350,Trimethoprim/Sulfamethoxazole,Kaiser,NO,90
660,Trimethoprim/Sulfamethoxazole,Kaiser,NO,23
741,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
750,Trimethoprim/Sulfamethoxazole,Kaiser,YES,11
710,Trimethoprim/Sulfamethoxazole,Kaiser,YES,1
521,Trimethoprim/Sulfamethoxazole,Kaiser,NO,98
130,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
320,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
720,Trimethoprim/Sulfamethoxazole,Kaiser,NO,41
611,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
540,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
730,Trimethoprim/Sulfamethoxazole,Kaiser,YES,11
631,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
230,Trimethoprim/Sulfamethoxazole,Kaiser,NO,22
621,Trimethoprim/Sulfamethoxazole,Kaiser,YES,2
341,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
330,Trimethoprim/Sulfamethoxazole,Kaiser,NO,51
240,Trimethoprim/Sulfamethoxazole,Kaiser,NO,22
221,Trimethoprim/Sulfamethoxazole,Kaiser,NO,25
121,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
641,Trimethoprim/Sulfamethoxazole,Kaiser,YES,1
20,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
400,Trimethoprim/Sulfamethoxazole,Kaiser,NO,100
331,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
650,Trimethoprim/Sulfamethoxazole,Kaiser,NO,100
770,Trimethoprim/Sulfamethoxazole,Kaiser,NO,98
610,Trimethoprim/Sulfamethoxazole,Kaiser,NO,100
161,Trimethoprim/Sulfamethoxazole,Kaiser,YES,0
600,Trimethoprim/Sulfamethoxazole,Kaiser,YES,1
E. coli,Ciprofloxacin,Kaiser,YES,12
561,Ciprofloxacin,Kaiser,NO,84
620,Ciprofloxacin,Kaiser,YES,0
571,Ciprofloxacin,Kaiser,NO,57
271,Ciprofloxacin,Kaiser,YES,5
530,Ciprofloxacin,Kaiser,YES,2
760,Ciprofloxacin,Kaiser,YES,2
361,Ciprofloxacin,Kaiser,YES,16
771,Ciprofloxacin,Kaiser,YES,6
560,Ciprofloxacin,Kaiser,YES,6
360,Ciprofloxacin,Kaiser,YES,0
761,Ciprofloxacin,Kaiser,YES,14
751,Ciprofloxacin,Kaiser,YES,12
721,Ciprofloxacin,Kaiser,YES,8
371,Ciprofloxacin,Kaiser,YES,18
531,Ciprofloxacin,Kaiser,YES,1
131,Ciprofloxacin,Kaiser,YES,14
661,Ciprofloxacin,Kaiser,YES,2
511,Ciprofloxacin,Kaiser,YES,0
261,Ciprofloxacin,Kaiser,NO,22
551,Ciprofloxacin,Kaiser,YES,0
520,Ciprofloxacin,Kaiser,YES,2
700,Ciprofloxacin,Kaiser,NO,40
231,Ciprofloxacin,Kaiser,YES,18
260,Ciprofloxacin,Kaiser,YES,0
510,Ciprofloxacin,Kaiser,YES,2
171,Ciprofloxacin,Kaiser,YES,0
500,Ciprofloxacin,Kaiser,YES,15
200,Ciprofloxacin,Kaiser,YES,0
220,Ciprofloxacin,Kaiser,YES,16
731,Ciprofloxacin,Kaiser,YES,8
351,Ciprofloxacin,Kaiser,NO,24
570,Ciprofloxacin,Kaiser,YES,0
300,Ciprofloxacin,Kaiser,YES,18
671,Ciprofloxacin,Kaiser,YES,0
630,Ciprofloxacin,Kaiser,YES,1
251,Ciprofloxacin,Kaiser,YES,0
711,Ciprofloxacin,Kaiser,YES,2
321,Ciprofloxacin,Kaiser,YES,0
160,Ciprofloxacin,Kaiser,YES,1
651,Ciprofloxacin,Kaiser,YES,0
370,Ciprofloxacin,Kaiser,NO,52
550,Ciprofloxacin,Kaiser,YES,0
350,Ciprofloxacin,Kaiser,YES,1
660,Ciprofloxacin,Kaiser,YES,0
741,Ciprofloxacin,Kaiser,YES,16
750,Ciprofloxacin,Kaiser,NO,40
710,Ciprofloxacin,Kaiser,YES,1
521,Ciprofloxacin,Kaiser,YES,0
130,Ciprofloxacin,Kaiser,YES,16
320,Ciprofloxacin,Kaiser,YES,0
720,Ciprofloxacin,Kaiser,YES,1
611,Ciprofloxacin,Kaiser,YES,0
540,Ciprofloxacin,Kaiser,YES,16
730,Ciprofloxacin,Kaiser,YES,0
631,Ciprofloxacin,Kaiser,YES,15
230,Ciprofloxacin,Kaiser,YES,12
621,Ciprofloxacin,Kaiser,YES,2
341,Ciprofloxacin,Kaiser,YES,0
330,Ciprofloxacin,Kaiser,NO,26
240,Ciprofloxacin,Kaiser,YES,12
221,Ciprofloxacin,Kaiser,YES,16
121,Ciprofloxacin,Kaiser,YES,0
641,Ciprofloxacin,Kaiser,YES,1
20,Ciprofloxacin,Kaiser,YES,0
400,Ciprofloxacin,Kaiser,YES,2
331,Ciprofloxacin,Kaiser,YES,0
650,Ciprofloxacin,Kaiser,YES,1
770,Ciprofloxacin,Kaiser,NO,98
610,Ciprofloxacin,Kaiser,YES,2
161,Ciprofloxacin,Kaiser,YES,0
600,Ciprofloxacin,Kaiser,YES,1
E. coli,Nitrofurantoin,Kaiser,YES,2
561,Nitrofurantoin,Kaiser,YES,4
620,Nitrofurantoin,Kaiser,YES,0
571,Nitrofurantoin,Kaiser,YES,6
271,Nitrofurantoin,Kaiser,YES,1
530,Nitrofurantoin,Kaiser,YES,4
760,Nitrofurantoin,Kaiser,YES,0
361,Nitrofurantoin,Kaiser,YES,12
771,Nitrofurantoin,Kaiser,YES,0
560,Nitrofurantoin,Kaiser,YES,6
360,Nitrofurantoin,Kaiser,YES,1
761,Nitrofurantoin,Kaiser,YES,14
751,Nitrofurantoin,Kaiser,YES,3
721,Nitrofurantoin,Kaiser,YES,2
371,Nitrofurantoin,Kaiser,YES,2
531,Nitrofurantoin,Kaiser,YES,5
131,Nitrofurantoin,Kaiser,YES,0
661,Nitrofurantoin,Kaiser,YES,2
511,Nitrofurantoin,Kaiser,YES,0
261,Nitrofurantoin,Kaiser,YES,1
551,Nitrofurantoin,Kaiser,YES,0
520,Nitrofurantoin,Kaiser,YES,2
700,Nitrofurantoin,Kaiser,YES,11
231,Nitrofurantoin,Kaiser,YES,18
260,Nitrofurantoin,Kaiser,YES,0
510,Nitrofurantoin,Kaiser,YES,2
171,Nitrofurantoin,Kaiser,YES,0
500,Nitrofurantoin,Kaiser,YES,5
200,Nitrofurantoin,Kaiser,YES,0
220,Nitrofurantoin,Kaiser,YES,6
731,Nitrofurantoin,Kaiser,YES,0
351,Nitrofurantoin,Kaiser,YES,1
570,Nitrofurantoin,Kaiser,NO,23
300,Nitrofurantoin,Kaiser,YES,18
671,Nitrofurantoin,Kaiser,YES,0
630,Nitrofurantoin,Kaiser,YES,1
251,Nitrofurantoin,Kaiser,YES,0
711,Nitrofurantoin,Kaiser,YES,2
321,Nitrofurantoin,Kaiser,YES,0
160,Nitrofurantoin,Kaiser,YES,1
651,Nitrofurantoin,Kaiser,YES,6
370,Nitrofurantoin,Kaiser,YES,2
550,Nitrofurantoin,Kaiser,YES,0
350,Nitrofurantoin,Kaiser,YES,12
660,Nitrofurantoin,Kaiser,YES,0
741,Nitrofurantoin,Kaiser,YES,6
750,Nitrofurantoin,Kaiser,YES,11
710,Nitrofurantoin,Kaiser,YES,1
521,Nitrofurantoin,Kaiser,YES,0
130,Nitrofurantoin,Kaiser,YES,6
320,Nitrofurantoin,Kaiser,YES,0
720,Nitrofurantoin,Kaiser,NO,21
611,Nitrofurantoin,Kaiser,YES,0
540,Nitrofurantoin,Kaiser,YES,6
730,Nitrofurantoin,Kaiser,YES,0
631,Nitrofurantoin,Kaiser,YES,5
230,Nitrofurantoin,Kaiser,YES,2
621,Nitrofurantoin,Kaiser,YES,2
341,Nitrofurantoin,Kaiser,YES,0
330,Nitrofurantoin,Kaiser,YES,1
240,Nitrofurantoin,Kaiser,YES,2
221,Nitrofurantoin,Kaiser,YES,6
121,Nitrofurantoin,Kaiser,YES,0
641,Nitrofurantoin,Kaiser,YES,1
20,Nitrofurantoin,Kaiser,YES,0
400,Nitrofurantoin,Kaiser,NO,100
331,Nitrofurantoin,Kaiser,YES,0
650,Nitrofurantoin,Kaiser,YES,1
770,Nitrofurantoin,Kaiser,YES,0
610,Nitrofurantoin,Kaiser,YES,2
161,Nitrofurantoin,Kaiser,YES,0
600,Nitrofurantoin,Kaiser,YES,1
E. coli,Ampicillin,Hennepin,NO,57
561,Ampicillin,Hennepin,NO,93
620,Ampicillin,Hennepin,NO,53
571,Ampicillin,Hennepin,NO,68
271,Ampicillin,Hennepin,NO,58
530,Ampicillin,Hennepin,NO,35
760,Ampicillin,Hennepin,NO,23
361,Ampicillin,Hennepin,NO,34
771,Ampicillin,Hennepin,NO,71
560,Ampicillin,Hennepin,NO,88
360,Ampicillin,Hennepin,NO,61
761,Ampicillin,Hennepin,NO,54
751,Ampicillin,Hennepin,NO,27
721,Ampicillin,Hennepin,NO,52
371,Ampicillin,Hennepin,NO,97
531,Ampicillin,Hennepin,NO,39
131,Ampicillin,Hennepin,NO,78
661,Ampicillin,Hennepin,NO,55
511,Ampicillin,Hennepin,YES,10
261,Ampicillin,Hennepin,NO,64
551,Ampicillin,Hennepin,NO,43
520,Ampicillin,Hennepin,NO,59
700,Ampicillin,Hennepin,NO,97
231,Ampicillin,Hennepin,NO,100
260,Ampicillin,Hennepin,NO,98
510,Ampicillin,Hennepin,NO,74
171,Ampicillin,Hennepin,NO,97
500,Ampicillin,Hennepin,NO,100
200,Ampicillin,Hennepin,NO,57
220,Ampicillin,Hennepin,NO,61
731,Ampicillin,Hennepin,NO,41
351,Ampicillin,Hennepin,NO,68
570,Ampicillin,Hennepin,NO,58
300,Ampicillin,Hennepin,YES,2
671,Ampicillin,Hennepin,NO,97
630,Ampicillin,Hennepin,NO,61
251,Ampicillin,Hennepin,NO,98
711,Ampicillin,Hennepin,NO,61
321,Ampicillin,Hennepin,NO,56
160,Ampicillin,Hennepin,NO,26
651,Ampicillin,Hennepin,NO,48
370,Ampicillin,Hennepin,NO,100
550,Ampicillin,Hennepin,NO,56
350,Ampicillin,Hennepin,NO,51
660,Ampicillin,Hennepin,NO,48
741,Ampicillin,Hennepin,NO,61
750,Ampicillin,Hennepin,NO,56
710,Ampicillin,Hennepin,NO,60
521,Ampicillin,Hennepin,NO,57
130,Ampicillin,Hennepin,NO,61
320,Ampicillin,Hennepin,NO,56
720,Ampicillin,Hennepin,NO,60
611,Ampicillin,Hennepin,NO,57
540,Ampicillin,Hennepin,NO,61
730,Ampicillin,Hennepin,NO,56
631,Ampicillin,Hennepin,NO,60
230,Ampicillin,Hennepin,NO,57
621,Ampicillin,Hennepin,YES,2
341,Ampicillin,Hennepin,NO,56
330,Ampicillin,Hennepin,NO,60
240,Ampicillin,Hennepin,NO,57
221,Ampicillin,Hennepin,NO,61
121,Ampicillin,Hennepin,NO,56
641,Ampicillin,Hennepin,NO,60
20,Ampicillin,Hennepin,NO,57
400,Ampicillin,Hennepin,NO,61
331,Ampicillin,Hennepin,NO,56
650,Ampicillin,Hennepin,NO,60
770,Ampicillin,Hennepin,NO,57
610,Ampicillin,Hennepin,NO,61
161,Ampicillin,Hennepin,NO,56
600,Ampicillin,Hennepin,NO,60
E. coli,Amoxicillin/Clavulanate,Hennepin,NO,26
561,Amoxicillin/Clavulanate,Hennepin,NO,57
620,Amoxicillin/Clavulanate,Hennepin,NO,28
571,Amoxicillin/Clavulanate,Hennepin,NO,20
271,Amoxicillin/Clavulanate,Hennepin,YES,10
530,Amoxicillin/Clavulanate,Hennepin,YES,16
760,Amoxicillin/Clavulanate,Hennepin,YES,9
361,Amoxicillin/Clavulanate,Hennepin,YES,9
771,Amoxicillin/Clavulanate,Hennepin,YES,18
560,Amoxicillin/Clavulanate,Hennepin,NO,42
360,Amoxicillin/Clavulanate,Hennepin,NO,33
761,Amoxicillin/Clavulanate,Hennepin,NO,33
751,Amoxicillin/Clavulanate,Hennepin,YES,0
721,Amoxicillin/Clavulanate,Hennepin,NO,27
371,Amoxicillin/Clavulanate,Hennepin,NO,72
531,Amoxicillin/Clavulanate,Hennepin,YES,9
131,Amoxicillin/Clavulanate,Hennepin,NO,78
661,Amoxicillin/Clavulanate,Hennepin,NO,25
511,Amoxicillin/Clavulanate,Hennepin,YES,4
261,Amoxicillin/Clavulanate,Hennepin,NO,26
551,Amoxicillin/Clavulanate,Hennepin,YES,7
520,Amoxicillin/Clavulanate,Hennepin,NO,30
700,Amoxicillin/Clavulanate,Hennepin,YES,0
231,Amoxicillin/Clavulanate,Hennepin,NO,100
260,Amoxicillin/Clavulanate,Hennepin,YES,0
510,Amoxicillin/Clavulanate,Hennepin,YES,20
171,Amoxicillin/Clavulanate,Hennepin,NO,97
500,Amoxicillin/Clavulanate,Hennepin,NO,100
200,Amoxicillin/Clavulanate,Hennepin,NO,26
220,Amoxicillin/Clavulanate,Hennepin,NO,30
731,Amoxicillin/Clavulanate,Hennepin,YES,19
351,Amoxicillin/Clavulanate,Hennepin,NO,34
570,Amoxicillin/Clavulanate,Hennepin,YES,18
300,Amoxicillin/Clavulanate,Hennepin,YES,2
671,Amoxicillin/Clavulanate,Hennepin,NO,30
630,Amoxicillin/Clavulanate,Hennepin,NO,61
251,Amoxicillin/Clavulanate,Hennepin,NO,98
711,Amoxicillin/Clavulanate,Hennepin,NO,30
321,Amoxicillin/Clavulanate,Hennepin,NO,25
160,Amoxicillin/Clavulanate,Hennepin,NO,26
651,Amoxicillin/Clavulanate,Hennepin,NO,48
370,Amoxicillin/Clavulanate,Hennepin,NO,52
550,Amoxicillin/Clavulanate,Hennepin,NO,25
350,Amoxicillin/Clavulanate,Hennepin,NO,51
660,Amoxicillin/Clavulanate,Hennepin,NO,48
741,Amoxicillin/Clavulanate,Hennepin,NO,30
750,Amoxicillin/Clavulanate,Hennepin,NO,25
710,Amoxicillin/Clavulanate,Hennepin,NO,29
521,Amoxicillin/Clavulanate,Hennepin,NO,26
130,Amoxicillin/Clavulanate,Hennepin,NO,30
320,Amoxicillin/Clavulanate,Hennepin,NO,25
720,Amoxicillin/Clavulanate,Hennepin,NO,29
611,Amoxicillin/Clavulanate,Hennepin,NO,26
